Time [hr],Well,PCAred fluorescence (AU),Strain,Medium,Condition,Condition Conc. (µM),OD600
15.728,A2,8043,calibration,basal medium,PCA,400,0.076
15.811,A2,8080,calibration,basal medium,PCA,400,0.076
15.894,A2,8023,calibration,basal medium,PCA,400,0.076
15.978,A2,8058,calibration,basal medium,PCA,400,0.076
16.061,A2,8059,calibration,basal medium,PCA,400,0.076
16.144,A2,8082,calibration,basal medium,PCA,400,0.076
16.228,A2,8046,calibration,basal medium,PCA,400,0.077
16.311,A2,8075,calibration,basal medium,PCA,400,0.077
16.394,A2,8041,calibration,basal medium,PCA,400,0.077
16.478,A2,8050,calibration,basal medium,PCA,400,0.077
16.561,A2,8065,calibration,basal medium,PCA,400,0.076
16.644,A2,8056,calibration,basal medium,PCA,400,0.076
16.728,A2,8054,calibration,basal medium,PCA,400,0.076
16.811,A2,8076,calibration,basal medium,PCA,400,0.076
16.894,A2,8053,calibration,basal medium,PCA,400,0.076
16.978,A2,8033,calibration,basal medium,PCA,400,0.077
17.061,A2,8059,calibration,basal medium,PCA,400,0.076
17.144,A2,8057,calibration,basal medium,PCA,400,0.077
17.228,A2,8070,calibration,basal medium,PCA,400,0.077
17.311,A2,8046,calibration,basal medium,PCA,400,0.076
17.394,A2,8042,calibration,basal medium,PCA,400,0.077
17.478,A2,8056,calibration,basal medium,PCA,400,0.077
17.561,A2,8015,calibration,basal medium,PCA,400,0.076
17.644,A2,8041,calibration,basal medium,PCA,400,0.076
17.728,A2,8009,calibration,basal medium,PCA,400,0.077
17.811,A2,8024,calibration,basal medium,PCA,400,0.076
17.894,A2,8084,calibration,basal medium,PCA,400,0.076
17.978,A2,8090,calibration,basal medium,PCA,400,0.076
18.061,A2,8014,calibration,basal medium,PCA,400,0.076
18.144,A2,8067,calibration,basal medium,PCA,400,0.076
18.228,A2,8045,calibration,basal medium,PCA,400,0.077
18.311,A2,8059,calibration,basal medium,PCA,400,0.077
18.394,A2,8027,calibration,basal medium,PCA,400,0.077
18.478,A2,8082,calibration,basal medium,PCA,400,0.076
18.561,A2,8040,calibration,basal medium,PCA,400,0.076
18.644,A2,8068,calibration,basal medium,PCA,400,0.076
18.728,A2,8058,calibration,basal medium,PCA,400,0.076
18.811,A2,8037,calibration,basal medium,PCA,400,0.077
18.894,A2,8004,calibration,basal medium,PCA,400,0.076
18.978,A2,8073,calibration,basal medium,PCA,400,0.077
19.061,A2,8060,calibration,basal medium,PCA,400,0.077
19.144,A2,8085,calibration,basal medium,PCA,400,0.077
19.228,A2,8086,calibration,basal medium,PCA,400,0.077
19.311,A2,8085,calibration,basal medium,PCA,400,0.077
19.394,A2,8098,calibration,basal medium,PCA,400,0.076
19.478,A2,8065,calibration,basal medium,PCA,400,0.076
19.561,A2,8063,calibration,basal medium,PCA,400,0.076
19.644,A2,8052,calibration,basal medium,PCA,400,0.076
19.728,A2,8082,calibration,basal medium,PCA,400,0.076
19.811,A2,8094,calibration,basal medium,PCA,400,0.077
19.894,A2,8058,calibration,basal medium,PCA,400,0.077
19.978,A2,8103,calibration,basal medium,PCA,400,0.076
20.061,A2,8088,calibration,basal medium,PCA,400,0.076
20.144,A2,8116,calibration,basal medium,PCA,400,0.076
20.228,A2,8099,calibration,basal medium,PCA,400,0.077
20.311,A2,8073,calibration,basal medium,PCA,400,0.076
20.394,A2,8129,calibration,basal medium,PCA,400,0.076
20.478,A2,8081,calibration,basal medium,PCA,400,0.076
20.561,A2,8091,calibration,basal medium,PCA,400,0.076
20.644,A2,8106,calibration,basal medium,PCA,400,0.077
20.728,A2,8063,calibration,basal medium,PCA,400,0.077
20.811,A2,8087,calibration,basal medium,PCA,400,0.077
20.894,A2,8060,calibration,basal medium,PCA,400,0.076
20.978,A2,8102,calibration,basal medium,PCA,400,0.077
21.061,A2,8086,calibration,basal medium,PCA,400,0.076
21.144,A2,8098,calibration,basal medium,PCA,400,0.077
21.228,A2,8054,calibration,basal medium,PCA,400,0.076
21.311,A2,8092,calibration,basal medium,PCA,400,0.077
21.394,A2,8059,calibration,basal medium,PCA,400,0.076
21.478,A2,8111,calibration,basal medium,PCA,400,0.077
21.561,A2,8095,calibration,basal medium,PCA,400,0.076
21.644,A2,8078,calibration,basal medium,PCA,400,0.077
21.728,A2,8107,calibration,basal medium,PCA,400,0.077
21.811,A2,8132,calibration,basal medium,PCA,400,0.077
21.894,A2,8101,calibration,basal medium,PCA,400,0.076
21.978,A2,8092,calibration,basal medium,PCA,400,0.076
22.061,A2,8067,calibration,basal medium,PCA,400,0.076
22.144,A2,8055,calibration,basal medium,PCA,400,0.077
22.228,A2,8075,calibration,basal medium,PCA,400,0.077
22.311,A2,8065,calibration,basal medium,PCA,400,0.077
22.394,A2,8081,calibration,basal medium,PCA,400,0.076
22.478,A2,8107,calibration,basal medium,PCA,400,0.077
22.561,A2,8099,calibration,basal medium,PCA,400,0.076
22.644,A2,8072,calibration,basal medium,PCA,400,0.076
22.728,A2,8083,calibration,basal medium,PCA,400,0.077
22.811,A2,8063,calibration,basal medium,PCA,400,0.076
22.894,A2,8099,calibration,basal medium,PCA,400,0.077
22.978,A2,8114,calibration,basal medium,PCA,400,0.076
23.061,A2,8058,calibration,basal medium,PCA,400,0.076
23.144,A2,8091,calibration,basal medium,PCA,400,0.076
23.228,A2,8100,calibration,basal medium,PCA,400,0.076
23.311,A2,8082,calibration,basal medium,PCA,400,0.076
23.394,A2,8073,calibration,basal medium,PCA,400,0.076
23.478,A2,8092,calibration,basal medium,PCA,400,0.077
23.561,A2,8131,calibration,basal medium,PCA,400,0.077
23.644,A2,8081,calibration,basal medium,PCA,400,0.077
23.728,A2,8113,calibration,basal medium,PCA,400,0.077
23.811,A2,8074,calibration,basal medium,PCA,400,0.076
23.894,A2,8089,calibration,basal medium,PCA,400,0.077
23.978,A2,8088,calibration,basal medium,PCA,400,0.077
24.061,A2,8087,calibration,basal medium,PCA,400,0.077
0.061,A3,6123,calibration,basal medium,PCA,200,0.078
0.144,A3,6110,calibration,basal medium,PCA,200,0.078
0.228,A3,6195,calibration,basal medium,PCA,200,0.078
0.311,A3,6173,calibration,basal medium,PCA,200,0.078
0.394,A3,6216,calibration,basal medium,PCA,200,0.079
0.478,A3,6195,calibration,basal medium,PCA,200,0.078
0.561,A3,6245,calibration,basal medium,PCA,200,0.078
0.644,A3,6227,calibration,basal medium,PCA,200,0.078
0.728,A3,6181,calibration,basal medium,PCA,200,0.078
0.811,A3,6191,calibration,basal medium,PCA,200,0.078
0.894,A3,6184,calibration,basal medium,PCA,200,0.078
0.978,A3,6241,calibration,basal medium,PCA,200,0.078
1.061,A3,6227,calibration,basal medium,PCA,200,0.079
1.144,A3,6206,calibration,basal medium,PCA,200,0.079
1.228,A3,6219,calibration,basal medium,PCA,200,0.079
1.311,A3,6219,calibration,basal medium,PCA,200,0.078
1.394,A3,6201,calibration,basal medium,PCA,200,0.079
1.478,A3,6197,calibration,basal medium,PCA,200,0.079
1.561,A3,6212,calibration,basal medium,PCA,200,0.079
1.644,A3,6226,calibration,basal medium,PCA,200,0.079
1.728,A3,6242,calibration,basal medium,PCA,200,0.079
1.811,A3,6213,calibration,basal medium,PCA,200,0.079
1.894,A3,6226,calibration,basal medium,PCA,200,0.079
1.978,A3,6241,calibration,basal medium,PCA,200,0.079
2.061,A3,6244,calibration,basal medium,PCA,200,0.078
2.144,A3,6237,calibration,basal medium,PCA,200,0.079
2.228,A3,6212,calibration,basal medium,PCA,200,0.079
2.311,A3,6229,calibration,basal medium,PCA,200,0.079
2.394,A3,6298,calibration,basal medium,PCA,200,0.079
2.478,A3,6246,calibration,basal medium,PCA,200,0.079
2.561,A3,6204,calibration,basal medium,PCA,200,0.079
2.644,A3,6220,calibration,basal medium,PCA,200,0.079
2.728,A3,6239,calibration,basal medium,PCA,200,0.079
2.811,A3,6224,calibration,basal medium,PCA,200,0.079
2.894,A3,6264,calibration,basal medium,PCA,200,0.079
2.978,A3,6233,calibration,basal medium,PCA,200,0.079
3.061,A3,6232,calibration,basal medium,PCA,200,0.079
3.144,A3,6261,calibration,basal medium,PCA,200,0.079
3.228,A3,6219,calibration,basal medium,PCA,200,0.079
3.311,A3,6221,calibration,basal medium,PCA,200,0.079
3.394,A3,6248,calibration,basal medium,PCA,200,0.078
3.478,A3,6226,calibration,basal medium,PCA,200,0.079
3.561,A3,6239,calibration,basal medium,PCA,200,0.078
3.644,A3,6272,calibration,basal medium,PCA,200,0.078
3.728,A3,6255,calibration,basal medium,PCA,200,0.079
3.811,A3,6244,calibration,basal medium,PCA,200,0.079
3.894,A3,6245,calibration,basal medium,PCA,200,0.079
3.978,A3,6247,calibration,basal medium,PCA,200,0.078
4.061,A3,6264,calibration,basal medium,PCA,200,0.079
4.144,A3,6284,calibration,basal medium,PCA,200,0.078
4.228,A3,6276,calibration,basal medium,PCA,200,0.078
4.311,A3,6246,calibration,basal medium,PCA,200,0.079
4.394,A3,6246,calibration,basal medium,PCA,200,0.079
4.478,A3,6269,calibration,basal medium,PCA,200,0.078
4.561,A3,6235,calibration,basal medium,PCA,200,0.078
4.644,A3,6273,calibration,basal medium,PCA,200,0.078
4.728,A3,6298,calibration,basal medium,PCA,200,0.078
4.811,A3,6253,calibration,basal medium,PCA,200,0.078
4.894,A3,6262,calibration,basal medium,PCA,200,0.078
4.978,A3,6277,calibration,basal medium,PCA,200,0.078
5.061,A3,6282,calibration,basal medium,PCA,200,0.078
5.144,A3,6283,calibration,basal medium,PCA,200,0.078
5.228,A3,6261,calibration,basal medium,PCA,200,0.078
5.311,A3,6304,calibration,basal medium,PCA,200,0.078
5.394,A3,6293,calibration,basal medium,PCA,200,0.078
5.478,A3,6306,calibration,basal medium,PCA,200,0.078
5.561,A3,6272,calibration,basal medium,PCA,200,0.078
5.644,A3,6307,calibration,basal medium,PCA,200,0.078
5.728,A3,6284,calibration,basal medium,PCA,200,0.078
5.811,A3,6271,calibration,basal medium,PCA,200,0.078
5.894,A3,6261,calibration,basal medium,PCA,200,0.078
5.978,A3,6261,calibration,basal medium,PCA,200,0.078
6.061,A3,6260,calibration,basal medium,PCA,200,0.078
6.144,A3,6268,calibration,basal medium,PCA,200,0.078
6.228,A3,6282,calibration,basal medium,PCA,200,0.078
6.311,A3,6279,calibration,basal medium,PCA,200,0.078
6.394,A3,6300,calibration,basal medium,PCA,200,0.078
6.478,A3,6274,calibration,basal medium,PCA,200,0.078
6.561,A3,6294,calibration,basal medium,PCA,200,0.078
6.644,A3,6299,calibration,basal medium,PCA,200,0.078
6.728,A3,6303,calibration,basal medium,PCA,200,0.077
6.811,A3,6268,calibration,basal medium,PCA,200,0.078
6.894,A3,6301,calibration,basal medium,PCA,200,0.078
6.978,A3,6282,calibration,basal medium,PCA,200,0.077
7.061,A3,6261,calibration,basal medium,PCA,200,0.079
7.144,A3,6296,calibration,basal medium,PCA,200,0.078
7.228,A3,6305,calibration,basal medium,PCA,200,0.078
7.311,A3,6304,calibration,basal medium,PCA,200,0.078
7.394,A3,6302,calibration,basal medium,PCA,200,0.078
7.478,A3,6261,calibration,basal medium,PCA,200,0.078
7.561,A3,6315,calibration,basal medium,PCA,200,0.078
7.644,A3,6314,calibration,basal medium,PCA,200,0.078
7.728,A3,6293,calibration,basal medium,PCA,200,0.078
7.811,A3,6312,calibration,basal medium,PCA,200,0.078
7.894,A3,6318,calibration,basal medium,PCA,200,0.078
7.978,A3,6295,calibration,basal medium,PCA,200,0.077
8.061,A3,6317,calibration,basal medium,PCA,200,0.077
8.144,A3,6298,calibration,basal medium,PCA,200,0.078
8.228,A3,6292,calibration,basal medium,PCA,200,0.078
8.311,A3,6339,calibration,basal medium,PCA,200,0.078
8.394,A3,6336,calibration,basal medium,PCA,200,0.078
8.478,A3,6308,calibration,basal medium,PCA,200,0.078
8.561,A3,6276,calibration,basal medium,PCA,200,0.078
8.644,A3,6330,calibration,basal medium,PCA,200,0.078
8.728,A3,6319,calibration,basal medium,PCA,200,0.077
8.811,A3,6298,calibration,basal medium,PCA,200,0.078
8.894,A3,6314,calibration,basal medium,PCA,200,0.078
8.978,A3,6289,calibration,basal medium,PCA,200,0.077
9.061,A3,6327,calibration,basal medium,PCA,200,0.078
9.144,A3,6333,calibration,basal medium,PCA,200,0.078
9.228,A3,6336,calibration,basal medium,PCA,200,0.078
9.311,A3,6306,calibration,basal medium,PCA,200,0.078
9.394,A3,6321,calibration,basal medium,PCA,200,0.078
9.478,A3,6270,calibration,basal medium,PCA,200,0.078
9.561,A3,6336,calibration,basal medium,PCA,200,0.077
9.644,A3,6306,calibration,basal medium,PCA,200,0.077
9.728,A3,6336,calibration,basal medium,PCA,200,0.078
9.811,A3,6331,calibration,basal medium,PCA,200,0.078
9.894,A3,6341,calibration,basal medium,PCA,200,0.078
9.978,A3,6300,calibration,basal medium,PCA,200,0.078
10.061,A3,6339,calibration,basal medium,PCA,200,0.077
10.144,A3,6335,calibration,basal medium,PCA,200,0.078
10.228,A3,6319,calibration,basal medium,PCA,200,0.078
10.311,A3,6334,calibration,basal medium,PCA,200,0.077
10.394,A3,6341,calibration,basal medium,PCA,200,0.077
10.478,A3,6336,calibration,basal medium,PCA,200,0.078
10.561,A3,6328,calibration,basal medium,PCA,200,0.078
10.644,A3,6320,calibration,basal medium,PCA,200,0.078
10.728,A3,6324,calibration,basal medium,PCA,200,0.078
10.811,A3,6335,calibration,basal medium,PCA,200,0.077
10.894,A3,6274,calibration,basal medium,PCA,200,0.078
10.978,A3,6294,calibration,basal medium,PCA,200,0.078
11.061,A3,6324,calibration,basal medium,PCA,200,0.078
11.144,A3,6309,calibration,basal medium,PCA,200,0.078
11.228,A3,6298,calibration,basal medium,PCA,200,0.077
11.311,A3,6287,calibration,basal medium,PCA,200,0.078
11.394,A3,6275,calibration,basal medium,PCA,200,0.078
11.478,A3,6334,calibration,basal medium,PCA,200,0.078
11.561,A3,6326,calibration,basal medium,PCA,200,0.077
11.644,A3,6325,calibration,basal medium,PCA,200,0.078
11.728,A3,6331,calibration,basal medium,PCA,200,0.077
11.811,A3,6352,calibration,basal medium,PCA,200,0.077
11.894,A3,6340,calibration,basal medium,PCA,200,0.078
11.978,A3,6305,calibration,basal medium,PCA,200,0.077
12.061,A3,6309,calibration,basal medium,PCA,200,0.076
12.144,A3,6327,calibration,basal medium,PCA,200,0.077
12.228,A3,6311,calibration,basal medium,PCA,200,0.077
12.311,A3,6309,calibration,basal medium,PCA,200,0.078
12.394,A3,6293,calibration,basal medium,PCA,200,0.077
12.478,A3,6312,calibration,basal medium,PCA,200,0.077
12.561,A3,6350,calibration,basal medium,PCA,200,0.078
12.644,A3,6291,calibration,basal medium,PCA,200,0.077
12.728,A3,6342,calibration,basal medium,PCA,200,0.077
12.811,A3,6330,calibration,basal medium,PCA,200,0.077
12.894,A3,6365,calibration,basal medium,PCA,200,0.078
12.978,A3,6311,calibration,basal medium,PCA,200,0.078
13.061,A3,6319,calibration,basal medium,PCA,200,0.078
13.144,A3,6307,calibration,basal medium,PCA,200,0.077
13.228,A3,6346,calibration,basal medium,PCA,200,0.078
13.311,A3,6311,calibration,basal medium,PCA,200,0.078
13.394,A3,6288,calibration,basal medium,PCA,200,0.078
13.478,A3,6321,calibration,basal medium,PCA,200,0.078
13.561,A3,6296,calibration,basal medium,PCA,200,0.077
13.644,A3,6307,calibration,basal medium,PCA,200,0.078
13.728,A3,6326,calibration,basal medium,PCA,200,0.077
13.811,A3,6315,calibration,basal medium,PCA,200,0.077
13.894,A3,6328,calibration,basal medium,PCA,200,0.078
13.978,A3,6316,calibration,basal medium,PCA,200,0.078
14.061,A3,6303,calibration,basal medium,PCA,200,0.077
14.144,A3,6350,calibration,basal medium,PCA,200,0.077
14.228,A3,6292,calibration,basal medium,PCA,200,0.077
14.311,A3,6296,calibration,basal medium,PCA,200,0.078
14.394,A3,6311,calibration,basal medium,PCA,200,0.077
14.478,A3,6282,calibration,basal medium,PCA,200,0.077
14.561,A3,6332,calibration,basal medium,PCA,200,0.077
14.644,A3,6310,calibration,basal medium,PCA,200,0.077
14.728,A3,6339,calibration,basal medium,PCA,200,0.078
14.811,A3,6303,calibration,basal medium,PCA,200,0.078
14.894,A3,6313,calibration,basal medium,PCA,200,0.077
14.978,A3,6305,calibration,basal medium,PCA,200,0.078
15.061,A3,6332,calibration,basal medium,PCA,200,0.077
15.144,A3,6312,calibration,basal medium,PCA,200,0.077
15.228,A3,6321,calibration,basal medium,PCA,200,0.077
15.311,A3,6312,calibration,basal medium,PCA,200,0.078
15.394,A3,6352,calibration,basal medium,PCA,200,0.077
15.478,A3,6369,calibration,basal medium,PCA,200,0.078
15.561,A3,6339,calibration,basal medium,PCA,200,0.077
15.644,A3,6324,calibration,basal medium,PCA,200,0.078
15.728,A3,6309,calibration,basal medium,PCA,200,0.077
15.811,A3,6330,calibration,basal medium,PCA,200,0.077
15.894,A3,6329,calibration,basal medium,PCA,200,0.078
15.978,A3,6299,calibration,basal medium,PCA,200,0.077
16.061,A3,6346,calibration,basal medium,PCA,200,0.078
16.144,A3,6345,calibration,basal medium,PCA,200,0.077
16.228,A3,6301,calibration,basal medium,PCA,200,0.077
16.311,A3,6333,calibration,basal medium,PCA,200,0.078
16.394,A3,6311,calibration,basal medium,PCA,200,0.077
16.478,A3,6347,calibration,basal medium,PCA,200,0.077
16.561,A3,6324,calibration,basal medium,PCA,200,0.078
16.644,A3,6338,calibration,basal medium,PCA,200,0.077
16.728,A3,6302,calibration,basal medium,PCA,200,0.078
16.811,A3,6327,calibration,basal medium,PCA,200,0.078
16.894,A3,6293,calibration,basal medium,PCA,200,0.078
16.978,A3,6339,calibration,basal medium,PCA,200,0.077
17.061,A3,6320,calibration,basal medium,PCA,200,0.078
17.144,A3,6311,calibration,basal medium,PCA,200,0.077
17.228,A3,6313,calibration,basal medium,PCA,200,0.077
17.311,A3,6322,calibration,basal medium,PCA,200,0.077
17.394,A3,6291,calibration,basal medium,PCA,200,0.078
17.478,A3,6339,calibration,basal medium,PCA,200,0.077
17.561,A3,6332,calibration,basal medium,PCA,200,0.077
17.644,A3,6304,calibration,basal medium,PCA,200,0.077
17.728,A3,6276,calibration,basal medium,PCA,200,0.078
17.811,A3,6358,calibration,basal medium,PCA,200,0.077
17.894,A3,6339,calibration,basal medium,PCA,200,0.077
17.978,A3,6329,calibration,basal medium,PCA,200,0.077
18.061,A3,6318,calibration,basal medium,PCA,200,0.077
18.144,A3,6305,calibration,basal medium,PCA,200,0.077
18.228,A3,6299,calibration,basal medium,PCA,200,0.077
18.311,A3,6306,calibration,basal medium,PCA,200,0.077
18.394,A3,6350,calibration,basal medium,PCA,200,0.077
18.478,A3,6304,calibration,basal medium,PCA,200,0.077
18.561,A3,6338,calibration,basal medium,PCA,200,0.077
18.644,A3,6322,calibration,basal medium,PCA,200,0.077
18.728,A3,6329,calibration,basal medium,PCA,200,0.077
18.811,A3,6293,calibration,basal medium,PCA,200,0.077
18.894,A3,6336,calibration,basal medium,PCA,200,0.077
18.978,A3,6327,calibration,basal medium,PCA,200,0.077
19.061,A3,6358,calibration,basal medium,PCA,200,0.077
19.144,A3,6318,calibration,basal medium,PCA,200,0.077
19.228,A3,6350,calibration,basal medium,PCA,200,0.077
19.311,A3,6326,calibration,basal medium,PCA,200,0.077
19.394,A3,6353,calibration,basal medium,PCA,200,0.078
19.478,A3,6327,calibration,basal medium,PCA,200,0.077
19.561,A3,6338,calibration,basal medium,PCA,200,0.077
19.644,A3,6344,calibration,basal medium,PCA,200,0.077
19.728,A3,6351,calibration,basal medium,PCA,200,0.077
19.811,A3,6351,calibration,basal medium,PCA,200,0.077
19.894,A3,6372,calibration,basal medium,PCA,200,0.077
19.978,A3,6373,calibration,basal medium,PCA,200,0.077
20.061,A3,6370,calibration,basal medium,PCA,200,0.077
20.144,A3,6344,calibration,basal medium,PCA,200,0.077
20.228,A3,6345,calibration,basal medium,PCA,200,0.077
20.311,A3,6358,calibration,basal medium,PCA,200,0.077
20.394,A3,6354,calibration,basal medium,PCA,200,0.077
20.478,A3,6353,calibration,basal medium,PCA,200,0.077
